acc,loss,top5,val_acc,val_loss,val_top5,learning_rate
0.011274510063230991,4.788675308227539,0.050196077674627304,0.0061111110262572765,4.800786018371582,0.046666666865348816,0.009999999776482582
0.014901961199939251,4.701741695404053,0.07147058844566345,0.008333333767950535,4.686649799346924,0.06388889253139496,0.009999999776482582
0.017941176891326904,4.629765033721924,0.0882352963089943,0.010555555112659931,4.740298748016357,0.05388888716697693,0.009999999776482582
0.02235294133424759,4.549761772155762,0.10882353037595749,0.020555555820465088,4.578098773956299,0.10111111402511597,0.009999999776482582
0.027352940291166306,4.48828125,0.12460784614086151,0.025555554777383804,4.499782085418701,0.11444444209337234,0.009999999776482582
0.027843136340379715,4.42830753326416,0.13549019396305084,0.01666666753590107,4.7921857833862305,0.08833333104848862,0.009999999776482582
0.03735294193029404,4.348645210266113,0.16117647290229797,0.019999999552965164,4.655168056488037,0.10277777910232544,0.009999999776482582
0.04019607976078987,4.285338878631592,0.1755882352590561,0.036666665226221085,4.314804553985596,0.17166666686534882,0.009999999776482582
0.04519607871770859,4.233317852020264,0.19068627059459686,0.042222220450639725,4.175307273864746,0.2150000035762787,0.009999999776482582
0.05215686187148094,4.175802230834961,0.20862744748592377,0.04333333298563957,4.384659290313721,0.1966666728258133,0.009999999776482582
0.05009803920984268,4.12454080581665,0.21558824181556702,0.03333333507180214,4.2808098793029785,0.17055556178092957,0.009999999776482582
0.05303921550512314,4.077427864074707,0.23637254536151886,0.046666666865348816,4.32899808883667,0.19944444298744202,0.009999999776482582
0.061274509876966476,4.036991119384766,0.24450980126857758,0.02666666731238365,4.840653896331787,0.13777777552604675,0.009999999776482582
0.06549019366502762,3.9941344261169434,0.25999999046325684,0.04444444552063942,4.3401689529418945,0.19055555760860443,0.009999999776482582
0.07284313440322876,3.952342987060547,0.2724509835243225,0.061666667461395264,4.048943996429443,0.2644444406032562,0.009999999776482582
0.07852941006422043,3.9148142337799072,0.2880392074584961,0.0672222226858139,3.9602253437042236,0.27166667580604553,0.009999999776482582
0.079313725233078,3.865016460418701,0.29862743616104126,0.0949999988079071,3.8723502159118652,0.300555557012558,0.009999999776482582
0.08843137323856354,3.827418804168701,0.3114705979824066,0.10222221910953522,3.7633960247039795,0.3355555534362793,0.009999999776482582
0.09823529422283173,3.7708773612976074,0.3298039138317108,0.05166666582226753,4.437593460083008,0.21666666865348816,0.009999999776482582
0.09960784018039703,3.724679470062256,0.3409803807735443,0.08888889104127884,4.123495101928711,0.2638888955116272,0.009999999776482582
0.102156862616539,3.6620125770568848,0.3646078407764435,0.10611110925674438,3.652660369873047,0.3400000035762787,0.009999999776482582
0.10833333432674408,3.6268980503082275,0.37441176176071167,0.07833333313465118,4.053500652313232,0.2644444406032562,0.009999999776482582
0.11999999731779099,3.5946898460388184,0.3826470673084259,0.10222221910953522,3.6357977390289307,0.36722221970558167,0.009999999776482582
0.125,3.524773597717285,0.4082352817058563,0.0994444414973259,3.930081844329834,0.34166666865348816,0.009999999776482582
0.15245097875595093,3.374786376953125,0.44431373476982117,0.17666666209697723,3.2905631065368652,0.4694444537162781,0.0009999999310821295
0.16137254238128662,3.278601884841919,0.477450966835022,0.185555562376976,3.279332399368286,0.4838888943195343,0.0009999999310821295
0.1689215749502182,3.2496728897094727,0.48490196466445923,0.18888889253139496,3.2172300815582275,0.4838888943195343,0.0009999999310821295
0.17284314334392548,3.2252607345581055,0.4932352900505066,0.17222222685813904,3.333794593811035,0.4561111032962799,0.0009999999310821295
0.1809803992509842,3.2135894298553467,0.5005882382392883,0.18777777254581451,3.228569507598877,0.4883333444595337,0.0009999999310821295
0.18313725292682648,3.1980414390563965,0.4981372654438019,0.18444444239139557,3.2513537406921387,0.4861111044883728,0.0009999999310821295
0.1863725483417511,3.1739180088043213,0.5090196132659912,0.20055556297302246,3.150581121444702,0.5105555653572083,9.99999901978299e-05
0.18333333730697632,3.166609525680542,0.5056862831115723,0.1988888829946518,3.159747362136841,0.5099999904632568,9.99999901978299e-05
0.19598038494586945,3.144763708114624,0.5156862735748291,0.20055556297302246,3.157118558883667,0.5049999952316284,9.99999901978299e-05
0.19098038971424103,3.143967628479004,0.5145097970962524,0.20666666328907013,3.137564182281494,0.5111111402511597,9.99999901978299e-05
0.1890196055173874,3.1470694541931152,0.5131372809410095,0.20555555820465088,3.137199640274048,0.5122222304344177,9.99999901978299e-05
0.19343137741088867,3.142568588256836,0.5187255144119263,0.2038888931274414,3.1603615283966064,0.5099999904632568,9.99999901978299e-05
0.19431371986865997,3.1388704776763916,0.5180392265319824,0.20333333313465118,3.134739875793457,0.5133333206176758,9.99999901978299e-05
0.19519607722759247,3.124210834503174,0.5164706110954285,0.20222222805023193,3.1447079181671143,0.5094444155693054,9.99999883788405e-06
0.1953921616077423,3.1493046283721924,0.5178431272506714,0.2011111080646515,3.1425838470458984,0.5083333253860474,9.99999883788405e-06
0.19372549653053284,3.1376585960388184,0.5186274647712708,0.2011111080646515,3.1450297832489014,0.5105555653572083,9.99999883788405e-06
0.19647058844566345,3.140310287475586,0.5180392265319824,0.20000000298023224,3.1428792476654053,0.5105555653572083,9.999999974752427e-07
0.1912745088338852,3.1501331329345703,0.5177450776100159,0.20222222805023193,3.14235782623291,0.5122222304344177,9.999999974752427e-07
